predict_day,user,window,mood,arousal,valence,activity,true_mood
2014-04-20,AS14.26,2014-04-16-2014-04-19,7.0,0.45,0.45,0.11501988351603254,8.0
2014-04-21,AS14.26,2014-04-17-2014-04-20,7.3,0.55,0.65,0.10176287480612291,6.4
2014-04-22,AS14.26,2014-04-18-2014-04-21,7.4,0.5,0.7,0.1048791954869376,7.25
2014-04-23,AS14.26,2014-04-19-2014-04-22,7.4125,0.47500000000000003,0.75,0.11246466913422627,6.2
2014-04-28,AS14.26,2014-04-24-2014-04-27,7.05,0.5,0.45,0.13752118655318119,8.0
2014-04-29,AS14.26,2014-04-25-2014-04-28,7.6,0.75,0.8,0.1583066229028623,6.6
2014-04-30,AS14.26,2014-04-26-2014-04-29,7.6,0.85,0.7999999999999999,0.1550934137982919,6.2
2014-05-01,AS14.26,2014-04-27-2014-04-30,7.1499999999999995,0.5499999999999999,0.6000000000000001,0.1050696838639078,6.8
2014-05-02,AS14.26,2014-04-28-2014-05-01,6.9,0.35000000000000003,0.5,0.11458145405054679,7.2
2014-05-03,AS14.26,2014-04-29-2014-05-02,6.7,0.15,0.45,0.11033513898496707,7.8
2014-05-04,AS14.26,2014-04-30-2014-05-03,7.0,0.0,0.55,0.09758455871877807,7.4
2014-05-05,AS14.26,2014-05-01-2014-05-04,7.300000000000001,0.0,0.6,0.08095706079932041,6.5
